IPC	Parent_IPC	Level	Description	Description_EN
H01B12/00	H01B	3	超导或高导导体、电缆或传输线（按陶瓷形成工艺或陶瓷组合物性质区分的超导体入C04B 35/00；按材料特性区分的应用超导电性或高导电性的零部件或设备入H01L 39/12）〔2，4〕	Superconductive or hyperconductive conductors, cables, or transmission lines (superconductors characterised by the ceramic-forming technique or the ceramic composition C04B 35/00; details or devices using superconductivity or hyperconductivity characterised by the material H01L 39/12) [2, 4]
H01B12/02	H01B12/00	4	按其形状区分的〔4〕	characterised by their form [4]
H01B12/04	H01B12/02	5	单根线〔4〕	Single wire [4]
H01B12/06	H01B12/02	5	在基体上或线芯上的薄膜或线〔4〕	Films or wires on bases or cores [4]
H01B12/08	H01B12/02	5	绞合线或编织线〔4〕	Stranded or braided wires [4]
H01B12/10	H01B12/02	5	在普通导体中嵌入多根丝的〔4〕	Multi-filaments embedded in normal conductors [4]
H01B12/12	H01B12/02	5	空心导体〔4〕	Hollow conductors [4]
H01B12/14	H01B12/00	4	按热绝缘的配置特点区分的〔4〕	characterised by the disposition of thermal insulation [4]
H01B12/16	H01B12/00	4	按冷却特性区分的〔4〕	characterised by cooling [4]
H01B13/00	H01B	3	制造导体或电缆制造的专用设备或方法	Apparatus or processes specially adapted for manufacturing conductors or cables
H01B13/004	H01B13/00	4	用于制造刚性管电缆的〔7〕	for manufacturing rigid-tube cables [7]
H01B13/008	H01B13/00	4	用于制造可伸长导体或电缆的〔7〕	for manufacturing extensible conductors or cables [7]
H01B13/012	H01B13/00	4	用于制造线束的〔7〕	for manufacturing wire harnesses [7]
H01B13/016	H01B13/00	4	用于制造同轴电缆的（应用断续绝缘的入H01B 13/20）〔7〕	for manufacturing co-axial cables (applying discontinuous insulation H01B 13/20) [7]
H01B13/02	H01B13/00	4	绞合的（绞合绳索入D07B）	Stranding-up (stranding-up ropes D07B)
H01B13/04	H01B13/02	5	带有互相配置以减少串话的双线或四线组的	Mutually-positioning pairs or quads to reduce cross-talk
H01B13/06	H01B13/00	4	使导体或电缆绝缘的（H01B 13/32优先）〔4〕	Insulating conductors or cables (H01B 13/32 takes precedence) [4]
H01B13/08	H01B13/06	5	用缠绕的	by winding
H01B13/10	H01B13/06	5	用纵向绕包的	by longitudinal lapping
H01B13/12	H01B13/06	5	用加疏松纤维材料的	by applying loose fibres
H01B13/14	H01B13/06	5	用挤压的	by extrusion
H01B13/16	H01B13/06	5	用通过或浸于液槽的；用喷涂的	by passing through, or dipping in, a liquid bath; by spraying
H01B13/18	H01B13/06	5	加不连续的绝缘物，如绝缘盘、绝缘垫圈	Applying discontinuous insulation, e.g. discs, beads
H01B13/20	H01B13/18	6	用于同心或同轴电缆的	for concentric or coaxial cables
H01B13/22	H01B13/00	4	加护套；加铠装；加屏蔽；加其他的保护层（H01B 13/32优先）〔4〕	Sheathing; Armouring; Screening; Applying other protective layers (H01B 13/32 takes precedence) [4]
H01B13/24	H01B13/22	5	用挤压方法的	by extrusion
H01B13/26	H01B13/22	5	用缠绕、编织或纵向绕包的（一般缠绕入B65H）	by winding, braiding, or longitudinal lapping (winding in general B65H)
H01B13/28	H01B13/00	4	加连续感性负载的，如均匀连续加感负载	Applying continuous inductive loading, e.g. Krarup loading
H01B13/30	H01B13/00	4	干燥（一般干燥入F26B）；浸渍（H01B 13/32优先）〔4〕	Drying (in general F26B); Impregnating (H01B 13/32 takes precedence) [4]
H01B13/32	H01B13/00	4	用不透水材料填充或包覆（用于电缆安装的入H02G 15/00）〔4〕	Filling or coating with impervious material (for cable installations H02G 15/00) [4]
H01B13/34	H01B13/00	4	用于标记导体或电缆的〔7〕	for marking conductors or cables [7]
H01B15/00	H01B	3	用于回收电缆废旧材料的设备或方法（带有便于除去绝缘的装置的绝缘导体或电缆入H01B 7/38；用于除去导体上绝缘的入H02G 1/12）	Apparatus or processes for salvaging material from cables (insulated conductors or cables with arrangements for facilitating removal of insulation H01B 7/38; methods or apparatus specially adapted for removing insulation from conductors H02G 1/12)
H01B17/00	H01B	3	按形状特点区分的绝缘子或绝缘物体（用于电力牵引的分段绝缘子入B60M1/18；钢轨接头的绝缘入E01B 11/54）	Insulators or insulating bodies characterised by their form (section insulators for electric traction B60M 1/18; insulating rail-joints E01B 11/54)
H01B17/02	H01B17/00	4	悬式绝缘子；耐张绝缘子	Suspension insulators; Strain insulators
H01B17/04	H01B17/02	5	绝缘子串；复式绝缘子	Chains; Multiple chains
H01B17/06	H01B17/02	5	绝缘子在支承物上、在导体上或在毗邻绝缘子上的紧固	Fastening of insulator to support, to conductor, or to adjoining insulator
H01B17/08	H01B17/06	6	用螺帽和螺栓的	by cap-and-bolt
H01B17/10	H01B17/06	6	用中间连接物的	by intermediate link
H01B17/12	H01B17/02	5	特殊性状的耐张绝缘子（用于减轻电线或电缆的机械张力的装置入H02G 7/04）	Special features of strain insulators (devices for relieving mechanical tension of electric lines or cables H02G 7/04)
H01B17/14	H01B17/00	4	支承绝缘子（针式绝缘子入H01B 17/20；带孔绝缘子入H01B 17/24）	Supporting insulators (pin insulators H01B 17/20; apertured insulators H01B 17/24)
H01B17/16	H01B17/14	5	绝缘子在支承物上，在导体上，或在毗邻绝缘子上的紧固	Fastening of insulators to support, to conductor, or to adjoining insulator
H01B17/18	H01B17/14	5	用于很重的导体，如汇流排、电气导轨	for very heavy conductors, e.g. bus-bars, rails
H01B17/20	H01B17/00	4	针式绝缘子	Pin insulators
H01B17/22	H01B17/20	5	导体在绝缘子上的紧固	Fastening of conductors to insulator
H01B17/24	H01B17/00	4	用钉子、螺钉、线或杆紧固的带孔绝缘子，如空心陀螺、绕线管	Insulators apertured for fixing by nail, screw, wire, or bar, e.g. diabolo, bobbin
H01B17/26	H01B17/00	4	引入绝缘子；穿通型绝缘子	Lead-in insulators; Lead-through insulators
H01B17/28	H01B17/26	5	电容器型（电容器入H01G）	Capacitor type (capacitors H01G)
H01B17/30	H01B17/26	5	密封（一般包装入F16J）	Sealing (packings in general F16J)
H01B17/32	H01B17/00	4	由两个或多个不相同的绝缘物体组成的单个绝缘子	Single insulators consisting of two or more dissimilar insulating bodies
H01B17/34	H01B17/00	4	含有液体，如含油的绝缘子	Insulators containing liquid, e.g. oil
H01B17/36	H01B17/00	4	抽真空的或有充气空隙的绝缘子	Insulators having evacuated or gas-filled spaces
H01B17/38	H01B17/00	4	配件，如帽；绝缘子紧固件	Fittings, e.g. caps; Fastenings therefor
H01B17/40	H01B17/38	5	无胶结材料的配件	Cementless fittings
H01B17/42	H01B17/00	4	改善电压分布的装置（电容器型穿通绝缘子入H01B 17/28）；抗电弧放电的保护装置	Means for obtaining improved distribution of voltage (capacitor-type lead-through insulators H01B 17/28); Protection against arc discharges
H01B17/44	H01B17/42	5	在结构上与电晕环相联结的绝缘子（电晕环入H01T 19/02）	Structural association of insulators with corona rings (corona rings H01T 19/02)
H01B17/46	H01B17/42	5	提供外部电弧放电路径的装置（火花隙避雷器入H01T）	Means for providing an external arc-discharge path (spark-gap arresters H01T)
H01B17/48	H01B17/42	5	在绝缘子串上或其他串接式绝缘子上	over chains or other serially-arranged insulators
H01B17/50	H01B17/00	4	为保持绝缘性能而具有经过特殊处理表面的绝缘子或绝缘物体，如用于防潮、防尘等的保护装置	with surfaces specially treated for preserving insulating properties, e.g. for protection against moisture, dirt, or the like
H01B17/52	H01B17/00	4	有清洁装置的（H01B 17/54优先）	having cleaning devices (H01B 17/54 takes precedence)
H01B17/54	H01B17/00	4	有加热或冷却装置的	having heating or cooling devices
H01B17/56	H01B17/00	4	绝缘物体	Insulating bodies
H01B17/58	H01B17/56	5	能使导体穿过的管、套、垫圈或筒管（建筑中安装电线或电缆用的保护管入H02G 3/04）	Tubes, sleeves, beads, or bobbins through which the conductor passes (protective tubings for the installation of lines or cables in buildings H02G 3/04)
H01B17/60	H01B17/56	5	复合绝缘物体（电缆或导体入H01B 7/00，H01B 9/00；电阻器入H01C；电容器入H01G）	Composite insulating bodies (cables or conductors H01B 7/00, H01B 9/00; resistors H01C; capacitors H01G)
H01B17/62	H01B17/56	5	在金属物体上的绝缘层或绝缘膜（绝缘物体上的导电层或导电膜入H01B 5/14）	Insulating-layers or insulating-films on metal bodies (conductive layers or films on insulating bodies H01B 5/14)
H01B17/64	H01B17/56	5	带有导电杂质、导电嵌入物或导电层的（含有分散在绝缘材料中的导电材料的导电物体入H01B 5/16）	with conductive admixtures, inserts, or layers (conductive bodies comprising conductive material dispersed in insulating material H01B 5/16)
H01B17/66	H01B17/56	5	绝缘物体的相互连接，如用黏接H01B 19/00制造绝缘子或绝缘物体专用的设备或方法	Joining insulating bodies together, e.g. by bonding
H01B19/00	H01B	3	制造绝缘子或绝缘物体的专用设备或方法	Apparatus or processes specially adapted for manufacturing insulators or insulating bodies
H01B19/02	H01B19/00	4	干燥（一般干燥入F26B）；浸渍	Drying (in general F26B); Impregnating
H01B19/04	H01B19/00	4	表面处理，如加涂层	Treating the surfaces, e.g. applying coatings
H01B3/00	H01B	3	按绝缘材料的特性区分的绝缘体或绝缘物体；绝缘或介电材料的性能的选择（压电材料或电致伸缩材料的选择入H01L 41/00）	Insulators or insulating bodies characterised by the insulating materials; Selection of materials for their insulating or dielectric properties (selection of piezo-electric or electrostrictive materials H01L 41/00)
H01B3/02	H01B3/00	4	主要由无机物组成的	mainly consisting of inorganic substances
H01B3/04	H01B3/02	5	云母	mica
H01B3/06	H01B3/02	5	石棉	asbestos
H01B3/08	H01B3/02	5	石英；玻璃；玻璃纤维；矿渣棉；釉瓷	quartz; glass; glass wool; slag wool; vitreous enamels
H01B3/10	H01B3/02	5	金属氧化物（陶瓷入H01B 3/12）	metallic oxides (ceramics H01B 3/12)
H01B3/12	H01B3/02	5	陶瓷	ceramics
H01B3/14	H01B3/02	5	水泥	cements
H01B3/16	H01B3/02	5	气体	gases
H01B3/18	H01B3/00	4	主要由有机物质组成的	mainly consisting of organic substances
H01B3/20	H01B3/18	5	液体，如油（硅油入H01B 3/46）	liquids, e.g. oils (silicone oils H01B 3/46)
H01B3/22	H01B3/20	6	烃类	hydrocarbons
H01B3/24	H01B3/20	6	分子中含卤族元素的，如卤化油	containing halogen in the molecules, e.g. halogenated oils
H01B3/26	H01B3/18	5	柏油；沥青；硬沥青	asphalts; bitumens; pitches
H01B3/28	H01B3/18	5	天然或合成橡胶	natural or synthetic rubbers
H01B3/30	H01B3/18	5	塑料；树脂；蜡	plastics; resins; waxes
H01B3/32	H01B3/30	6	天然树脂	natural resins
H01B3/34	H01B3/30	6	蜡（硅蜡入H01B 3/46）	waxes (silicone waxes H01B 3/46)
H01B3/36	H01B3/30	6	酚与醛的缩聚物或酚与酮的缩聚物	condensation products of phenols with aldehydes or ketones
H01B3/38	H01B3/30	6	醛与胺的缩聚物或醛与酰胺的缩聚物	condensation products of aldehydes with amines or amides
H01B3/40	H01B3/30	6	环氧树脂	epoxy resins
H01B3/42	H01B3/30	6	聚酯；聚醚；聚醛	polyesters; polyethers; polyacetals
H01B3/44	H01B3/30	6	乙烯类树脂；丙烯酸类树脂 （硅树脂入H01B 3/46）	vinyl resins; acrylic resins (silicones H01B 3/46)
H01B3/46	H01B3/30	6	硅树脂	silicones
H01B3/47	H01B3/30	6	强化纤维塑料, 例如强化玻璃塑料〔8〕	fibre-reinforced plastics, e.g. glass-reinforced plastics [8]
H01B3/48	H01B3/18	5	纤维材料 （强化纤维塑料入H01B 3/47）〔1，8〕	fibrous materials (fibre-reinforced plastics H01B 3/47) [1, 8]
H01B3/50	H01B3/48	6	纤维织物	fabric
H01B3/52	H01B3/48	6	木；纸；压制纤维板（绝缘纸的纸本身入D21H 27/12）	wood; paper; pressboard (insulating paper per seD21H 27/12)
H01B3/54	H01B3/48	6	硬纸；硬纤维织物	hard paper; hard fabrics
H01B3/56	H01B3/18	5	气体	gases
H01B5/00	H01B	3	按形状区分的非绝缘导体或导电物体	Non-insulated conductors or conductive bodies characterised by their form
H01B5/02	H01B5/00	4	单根杆、棒、线或带；汇流排（其配合件的连接方面入H01R 25/00；汇流排的布置入H02B 1/20；汇流排的安装入H02G 5/00）〔1，7〕	Single bars, rods, wires or strips; Bus-bars (aspects of connection with their counterparts H01R 25/00; bus-bar layouts H02B 1/20; installations of bus-bars H02G 5/00) [1, 7]
H01B5/04	H01B5/02	5	绕成的或卷成的	wound or coiled
H01B5/06	H01B5/00	4	单管	Single tubes
H01B5/08	H01B5/00	4	若干根线或类似物的绞线	Several wires or the like stranded in the form of a rope
H01B5/10	H01B5/08	5	中空绞合的、在绝缘材料或不同导电材料上绞合的	stranded around a space, insulating material, or dissimilar conducting material
H01B5/12	H01B5/00	4	编织线或其类似物	Braided wires or the like
H01B5/14	H01B5/00	4	在绝缘支承物上有导电层或导电薄膜的（在金属物体上的绝缘层或绝缘薄膜入H01B 17/62）	comprising conductive layers or films on insulating-supports (insulating-layers or insulating-films on metal bodies H01B 17/62)
H01B5/16	H01B5/00	4	在绝缘材料或导电性差的材料中含有导电材料的，如导电橡胶（H01B 1/14，H01B 1/20优先；含有导电混合物的绝缘体入H01B 17/64；导电漆入C09D 5/24）〔3〕	comprising conductive material in insulating or poorly conductive material, e.g. conductive rubber (H01B 1/14, H01B 1/20 take precedence; insulating bodies with conductive admixtures H01B 17/64; conductive paints C09D 5/24) [3]
H01B7/00	H01B	3	按形状区分的绝缘导体或电缆	Insulated conductors or cables characterised by their form
H01B7/02	H01B7/00	4	绝缘的配置（材料入H01B 3/00；绝缘体入H01B 17/00）	Disposition of insulation (materials H01B 3/00; insulators H01B 17/00)
